NCD 1 inch PE,,,,,,NCD 2 inch PE,,,,,,NCD 3 inch PE,,,,,,NCD 4 inch PE,,,,,,NCD 5 inch PE,,,,,,NCD bare,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty
0.5,122892,3000000,0.040964,0.000116853,,0.5,154597,3000000,0.051532333,0.000131063,,0.5,164728,5000000,0.0329456,8.12E-05,,0.5,103349,6000000,0.017224833,5.36E-05,,0.5,63031,8000000,0.007878875,3.14E-05,,0.5,1920,30000000,0.000064,1.46E-06
0.6,116959,3000000,0.038986333,0.000113998,,0.6,156055,3000000,0.052018333,0.000131679,,0.6,173013,5000000,0.0346026,8.32E-05,,0.6,111050,6000000,0.018508333,5.55E-05,,0.6,69445,8000000,0.008680625,3.29E-05,,0.6,1842,30000000,0.0000614,1.43E-06
0.7,112528,3000000,0.037509333,0.000111817,,0.7,156061,3000000,0.052020333,0.000131682,,0.7,178992,5000000,0.0357984,8.46E-05,,0.7,117890,6000000,0.019648333,5.72E-05,,0.7,75578,8000000,0.00944725,3.44E-05,,0.7,1809,30000000,0.0000603,1.42E-06
0.8,107880,3000000,0.03596,0.000109484,,0.8,155636,3000000,0.051878667,0.000131502,,0.8,182742,5000000,0.0365484,8.55E-05,,0.8,124197,6000000,0.0206995,5.87E-05,,0.8,82011,8000000,0.010251375,3.58E-05,,0.8,1703,30000000,5.68E-05,1.38E-06
0.9,103027,3000000,0.034342333,0.000106993,,0.9,154891,3000000,0.051630333,0.000131187,,0.9,187687,5000000,0.0375374,8.66E-05,,0.9,130627,6000000,0.021771167,6.02E-05,,0.9,87926,8000000,0.01099075,3.71E-05,,0.9,1699,30000000,5.66E-05,1.37E-06
1,99112,3000000,0.033037333,0.00010494,,1,155071,3000000,0.051690333,0.000131264,,1,191579,5000000,0.0383158,8.75E-05,,1,136233,6000000,0.0227055,6.15E-05,,1,93112,8000000,0.011639,3.81E-05,,1,1786,30000000,5.95E-05,1.41E-06
2,70603,3000000,0.023534333,8.86E-05,,2,138410,3000000,0.046136667,0.000124012,,2,203978,5000000,0.0407956,9.03E-05,,2,168482,6000000,0.028080333,6.84E-05,,2,136834,8000000,0.01710425,4.62E-05,,2,1592,30000000,5.31E-05,1.33E-06
3,54229,3000000,0.018076333,7.76E-05,,3,123265,3000000,0.041088333,0.00011703,,3,200967,5000000,0.0401934,8.97E-05,,3,181373,6000000,0.030228833,7.10E-05,,3,162353,8000000,0.020294125,5.04E-05,,3,1254,30000000,0.0000418,1.18E-06
4,43996,3000000,0.014665333,6.99E-05,,4,106376,3000000,0.035458667,0.000108718,,4,183198,5000000,0.0366396,8.56E-05,,4,172720,6000000,0.028786667,6.93E-05,,4,159090,8000000,0.01988625,4.99E-05,,4,996,30000000,0.0000332,1.05E-06
5,36780,3000000,0.01226,6.39E-05,,5,97502,3000000,0.032500667,0.000104084,,5,179916,5000000,0.0359832,8.48E-05,,5,180835,6000000,0.030139167,7.09E-05,,5,179544,8000000,0.022443,5.30E-05,,5,726,30000000,0.0000242,8.98E-07
6,31744,3000000,0.010581333,5.94E-05,,6,89235,3000000,0.029745,9.96E-05,,6,170557,5000000,0.0341114,8.26E-05,,6,176422,6000000,0.029403667,7.00E-05,,6,180301,8000000,0.022537625,5.31E-05,,6,626,30000000,2.09E-05,8.34E-07
7,26619,3000000,0.008873,5.44E-05,,7,79411,3000000,0.026470333,9.39E-05,,7,159170,5000000,0.031834,7.98E-05,,7,171145,6000000,0.028524167,6.89E-05,,7,183669,8000000,0.022958625,5.36E-05,,7,501,30000000,0.0000167,7.46E-07
8,23605,3000000,0.007868333,5.12E-05,,8,71973,3000000,0.023991,8.94E-05,,8,144957,5000000,0.0289914,7.61E-05,,8,156462,6000000,0.026077,6.59E-05,,8,166834,8000000,0.02085425,5.11E-05,,8,442,30000000,1.47E-05,7.01E-07
9,20083,3000000,0.006694333,4.72E-05,,9,63556,3000000,0.021185333,8.40E-05,,9,132418,5000000,0.0264836,7.28E-05,,9,148329,6000000,0.0247215,6.42E-05,,9,163671,8000000,0.020458875,5.06E-05,,9,371,30000000,1.24E-05,6.42E-07
10,17695,3000000,0.005898333,4.43E-05,,10,58641,3000000,0.019547,8.07E-05,,10,126158,5000000,0.0252316,7.10E-05,,10,144319,6000000,0.024053167,6.33E-05,,10,162968,8000000,0.020371,5.05E-05,,10,340,30000000,1.13E-05,6.15E-07
11,17423,3000000,0.005807667,4.40E-05,,11,57141,3000000,0.019047,7.97E-05,,11,123889,5000000,0.0247778,7.04E-05,,11,142893,6000000,0.0238155,6.30E-05,,11,161754,8000000,0.02021925,5.03E-05,,11,330,30000000,0.000011,6.06E-07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
